state,city,udid_loyal,udid_churned,total,perc_churn,index
ASSAM,LAKHIPUR,57,3,60,5.0%,0.625
UTTAR PRADESH,MAHMUDABAD,57,3,60,5.0%,0.625
WEST BENGAL,CHADIPUR,57,3,60,5.0%,0.625
ANDHRA PRADESH,KANEKAL,38,2,40,5.0%,0.625
ASSAM,UDALGURI,38,2,40,5.0%,0.625
MAHARASHTRA,KALAMB,38,2,40,5.0%,0.625
RAJASTHAN,RAWATBHATA,38,2,40,5.0%,0.625
TAMIL NADU,ALANGUDI,38,2,40,5.0%,0.625
TELANGANA,NAKREKAL,38,2,40,5.0%,0.625
UTTAR PRADESH,BILSI,38,2,40,5.0%,0.625
ANDHRA PRADESH,MEDIKONDURU,19,1,20,5.0%,0.625
ANDHRA PRADESH,PALACODERU,19,1,20,5.0%,0.625
ASSAM,BADARPUR,19,1,20,5.0%,0.625
ASSAM,NAZIRA,19,1,20,5.0%,0.625
BIHAR,BALIA,19,1,20,5.0%,0.625
BIHAR,MAHNAR,19,1,20,5.0%,0.625
BIHAR,MOKAMEH,19,1,20,5.0%,0.625
GUJARAT,BHANVAD,19,1,20,5.0%,0.625
HARYANA,PUNAHANA,19,1,20,5.0%,0.625
HARYANA,SAMPLA,19,1,20,5.0%,0.625
HIMACHAL PRADESH,NAGROTA BAGWAN,19,1,20,5.0%,0.625
MADHYA PRADESH,RAHATGARH,19,1,20,5.0%,0.625
MAHARASHTRA,GHANSAWANGI,19,1,20,5.0%,0.625
RAJASTHAN,THANAGAZI,19,1,20,5.0%,0.625
TELANGANA,ELLANTHAKUNTA,19,1,20,5.0%,0.625
WEST BENGAL,RANINAGAR-I,19,1,20,5.0%,0.625
HARYANA,PANIPAT,591,31,622,5.0%,0.622990354
KARNATAKA,JAMKHANDI,439,23,462,5.0%,0.622294372
KARNATAKA,MAGADI,115,6,121,5.0%,0.619834711
UTTAR PRADESH,SHAHABAD,115,6,121,5.0%,0.619834711
KERALA,CHITTUR,307,16,323,5.0%,0.619195046
KARNATAKA,NAGAMANGALA,96,5,101,5.0%,0.618811881
WEST BENGAL,ONDAL,96,5,101,5.0%,0.618811881
RAJASTHAN,PALI,77,4,81,4.9%,0.617283951
ASSAM,NORTH GUWAHATI,95371,4947,100318,4.9%,0.616414801
MADHYA PRADESH,SHIVPURI,270,14,284,4.9%,0.616197183
ANDHRA PRADESH,DACHEPALLE,58,3,61,4.9%,0.614754098
ASSAM,RANGIA (PT),58,3,61,4.9%,0.614754098
CHHATTISGARH,MASTURI,58,3,61,4.9%,0.614754098
MAHARASHTRA,MALEGAON,271,14,285,4.9%,0.614035088
TAMIL NADU,TINDIVANAM,213,11,224,4.9%,0.613839286
KARNATAKA,GULBARGA,2653,137,2790,4.9%,0.613799283
MAHARASHTRA,URAN,155,8,163,4.9%,0.613496933
KERALA,CHANGANASSERY,252,13,265,4.9%,0.613207547
UTTAR PRADESH,DEORIA,543,28,571,4.9%,0.61295972
UTTAR PRADESH,SAMBHAL,214,11,225,4.9%,0.611111111
KERALA,CHERTHALA,468,24,492,4.9%,0.609756098
ANDHRA PRADESH,CUDDAPAH,390,20,410,4.9%,0.609756098
TELANGANA,WANAPARTHY,117,6,123,4.9%,0.609756098
CHHATTISGARH,KAWARDHA,78,4,82,4.9%,0.609756098
GUJARAT,BAVLA,78,4,82,4.9%,0.609756098
TAMIL NADU,SATTUR,78,4,82,4.9%,0.609756098
ANDHRA PRADESH,CHODAVARAM,39,2,41,4.9%,0.609756098
RAJASTHAN,MOUNT ABU,39,2,41,4.9%,0.609756098
WEST BENGAL,JALPAIGURI,7587,388,7975,4.9%,0.60815047
WEST BENGAL,JHARGRAM,176,9,185,4.9%,0.608108108
MADHYA PRADESH,SHAJAPUR,137,7,144,4.9%,0.607638889
UTTAR PRADESH,MIRZAPUR,353,18,371,4.9%,0.606469003
RAJASTHAN,JHUNJHUNUN,157,8,165,4.8%,0.606060606
UTTAR PRADESH,TANDA,177,9,186,4.8%,0.60483871
ANDHRA PRADESH,RAYACHOTI,118,6,124,4.8%,0.60483871
KERALA,RANNI,118,6,124,4.8%,0.60483871
MADHYA PRADESH,HARDA,118,6,124,4.8%,0.60483871
TAMIL NADU,PAPPIREDDIPATTI,118,6,124,4.8%,0.60483871
TAMIL NADU,VAZHAPADI,118,6,124,4.8%,0.60483871
WEST BENGAL,KATWA-I,118,6,124,4.8%,0.60483871
ANDHRA PRADESH,YERRAGUNTLA,59,3,62,4.8%,0.60483871
MADHYA PRADESH,JAORA,138,7,145,4.8%,0.603448276
TAMIL NADU,MAYILADUTHURAI,158,8,166,4.8%,0.602409639
ANDHRA PRADESH,NUZVID,79,4,83,4.8%,0.602409639
TAMIL NADU,SALEM,1936,98,2034,4.8%,0.602261554
DELHI,PUNJABI BAGH,2137,108,2245,4.8%,0.601336303
KARNATAKA,KUMTA,99,5,104,4.8%,0.600961538
UTTAR PRADESH,BARHAJ,99,5,104,4.8%,0.600961538
TELANGANA,JAGTIAL,179,9,188,4.8%,0.598404255
UTTAR PRADESH,PILIBHIT,219,11,230,4.8%,0.597826087
TELANGANA,MAHBUBNAGAR,300,15,315,4.8%,0.595238095
TAMIL NADU,TIRUNELVELI,260,13,273,4.8%,0.595238095
TAMIL NADU,CHEYYAR,180,9,189,4.8%,0.595238095
KARNATAKA,HAGARI BOMMANAHALLI,140,7,147,4.8%,0.595238095
RAJASTHAN,BHILWARA,140,7,147,4.8%,0.595238095
WEST BENGAL,BELDANGA-I,80,4,84,4.8%,0.595238095
CHHATTISGARH,KANKER,60,3,63,4.8%,0.595238095
TELANGANA,MAHABUBABAD,60,3,63,4.8%,0.595238095
TELANGANA,METPALLE,60,3,63,4.8%,0.595238095
ANDHRA PRADESH,S.RAYAVARAM,40,2,42,4.8%,0.595238095
CHHATTISGARH,BILAIGARH,40,2,42,4.8%,0.595238095
HARYANA,KALKA,40,2,42,4.8%,0.595238095
HARYANA,VASANT VIHAR,40,2,42,4.8%,0.595238095
TELANGANA,KHAMMAM (RURAL),40,2,42,4.8%,0.595238095
TELANGANA,NARSAMPET,40,2,42,4.8%,0.595238095
UTTAR PRADESH,BARA,40,2,42,4.8%,0.595238095
ANDHRA PRADESH,ALAMURU,20,1,21,4.8%,0.595238095
ANDHRA PRADESH,DWARAKATIRUMALA,20,1,21,4.8%,0.595238095
ANDHRA PRADESH,I.POLAVARAM,20,1,21,4.8%,0.595238095
ANDHRA PRADESH,KAMBADUR,20,1,21,4.8%,0.595238095
ANDHRA PRADESH,LINGAPALEM,20,1,21,4.8%,0.595238095
BIHAR,BAIKUNTHPUR,20,1,21,4.8%,0.595238095
BIHAR,KEOTIRANWAY,20,1,21,4.8%,0.595238095
BIHAR,LAUKAHA,20,1,21,4.8%,0.595238095
BIHAR,PATEPUR,20,1,21,4.8%,0.595238095
GUJARAT,BAGASARA,20,1,21,4.8%,0.595238095
GUJARAT,DETROJ-RAMPURA,20,1,21,4.8%,0.595238095
GUJARAT,GHOGHA,20,1,21,4.8%,0.595238095
JAMMU AND KASHMIR,AWANTIPORA,20,1,21,4.8%,0.595238095
JHARKHAND,KEREDARI,20,1,21,4.8%,0.595238095
MADHYA PRADESH,BADA-MALHERA,20,1,21,4.8%,0.595238095
MADHYA PRADESH,LANJI,20,1,21,4.8%,0.595238095
MAHARASHTRA,ARJUNI MORGAON,20,1,21,4.8%,0.595238095
MANIPUR,UKHRUL CENTRAL,20,1,21,4.8%,0.595238095
RAJASTHAN,GARHI,20,1,21,4.8%,0.595238095
RAJASTHAN,RAMGANJ MANDI,20,1,21,4.8%,0.595238095
TELANGANA,GARIDE PALLE,20,1,21,4.8%,0.595238095
TELANGANA,KESAMUDRAM,20,1,21,4.8%,0.595238095
TELANGANA,MUSTABAD,20,1,21,4.8%,0.595238095
UTTARAKHAND,DWARAHAT,20,1,21,4.8%,0.595238095
WEST BENGAL,GOPIBALLAVPUR-II,20,1,21,4.8%,0.595238095
WEST BENGAL,NAYAGRAM,20,1,21,4.8%,0.595238095
ASSAM,DISPUR,2224,111,2335,4.8%,0.594218415
MAHARASHTRA,BARAMATI,221,11,232,4.7%,0.592672414
KARNATAKA,HUBLI-DHARWAD,7262,361,7623,4.7%,0.591958547
KARNATAKA,HADAGALLI,161,8,169,4.7%,0.591715976
KERALA,MEENACHIL,464,23,487,4.7%,0.590349076
UTTAR PRADESH,HATA,222,11,233,4.7%,0.590128755
KARNATAKA,AURAD,101,5,106,4.7%,0.589622642
MADHYA PRADESH,MULTAI,101,5,106,4.7%,0.589622642
TAMIL NADU,BODINAYAKANUR,101,5,106,4.7%,0.589622642
UTTAR PRADESH,LAMBHUA,101,5,106,4.7%,0.589622642
ANDHRA PRADESH,TIRUPATI (RURAL),405,20,425,4.7%,0.588235294
TAMIL NADU,ILUPPUR,81,4,85,4.7%,0.588235294
WEST BENGAL,FARAKKA,81,4,85,4.7%,0.588235294
WEST BENGAL,NADIA,2836,140,2976,4.7%,0.588037634
PUNJAB,AMRITSAR,365,18,383,4.7%,0.587467363
KERALA,THIRUVANANTHAPURAM,2781,137,2918,4.7%,0.586874572
TAMIL NADU,PUDUKKOTTAI,203,10,213,4.7%,0.58685446
JAMMU AND KASHMIR,SUNDERBANI,61,3,64,4.7%,0.5859375
MAHARASHTRA,PARLI,61,3,64,4.7%,0.5859375
TELANGANA,MAHESWARAM,61,3,64,4.7%,0.5859375
UTTAR PRADESH,LAKHIMPUR,346,17,363,4.7%,0.585399449
KERALA,TALIPARAMBA,775,38,813,4.7%,0.584255843
KERALA,UDUMBANCHOLA,327,16,343,4.7%,0.583090379
TAMIL NADU,HARUR,184,9,193,4.7%,0.582901554
KERALA,METHALA,246,12,258,4.7%,0.581395349
ANDHRA PRADESH,DHONE,82,4,86,4.7%,0.581395349
JHARKHAND,DOMCHANCH,82,4,86,4.7%,0.581395349
WEST BENGAL,GARBETA-I,82,4,86,4.7%,0.581395349
WEST BENGAL,SAINTHIA,82,4,86,4.7%,0.581395349
GUJARAT,VAV,41,2,43,4.7%,0.581395349
JHARKHAND,MANDU,41,2,43,4.7%,0.581395349
KARNATAKA,SAVANUR,41,2,43,4.7%,0.581395349
MADHYA PRADESH,SILWANI,41,2,43,4.7%,0.581395349
MADHYA PRADESH,TENDUKHEDA,41,2,43,4.7%,0.581395349
RAJASTHAN,LADNU,41,2,43,4.7%,0.581395349
TAMIL NADU,THOVALA,41,2,43,4.7%,0.581395349
WEST BENGAL,GHATAL,41,2,43,4.7%,0.581395349
UTTAR PRADESH,DHAMPUR,349,17,366,4.6%,0.580601093
MADHYA PRADESH,JABALPUR,5220,254,5474,4.6%,0.580014615
UTTAR PRADESH,JHANSI,803,39,842,4.6%,0.578978622
MAHARASHTRA,BULDANA,103,5,108,4.6%,0.578703704
TAMIL NADU,RAMANATHAPURAM,433,21,454,4.6%,0.578193833
UTTAR PRADESH,AURAI,124,6,130,4.6%,0.576923077
HIMACHAL PRADESH,NURPUR,62,3,65,4.6%,0.576923077
MAHARASHTRA,BASMATH,62,3,65,4.6%,0.576923077
MAHARASHTRA,ULHASNAGAR,62,3,65,4.6%,0.576923077
RAJASTHAN,NEEM-KA-THANA,62,3,65,4.6%,0.576923077
UTTAR PRADESH,GORAKHPUR,3297,159,3456,4.6%,0.575086806
WEST BENGAL,CONTAI-I,166,8,174,4.6%,0.574712644
MAHARASHTRA,VADA,83,4,87,4.6%,0.574712644
TAMIL NADU,ARAVAKURICHI,83,4,87,4.6%,0.574712644
KERALA,THRISSUR,1497,72,1569,4.6%,0.573613767
TAMIL NADU,KATPADI,479,23,502,4.6%,0.572709163
JAMMU AND KASHMIR,JAMMU,36044,1729,37773,4.6%,0.572167951
TAMIL NADU,UDAGAMANDALAM,146,7,153,4.6%,0.571895425
UTTAR PRADESH,BARAUT,272,13,285,4.6%,0.570175439
UTTAR PRADESH,LUCKNOW,65996,3149,69145,4.6%,0.569274713
KARNATAKA,PIRIYAPATNA,147,7,154,4.5%,0.568181818
UTTAR PRADESH,BUDHANA,126,6,132,4.5%,0.568181818
ANDHRA PRADESH,BOBBILI,105,5,110,4.5%,0.568181818
TAMIL NADU,TIRUKKOYILUR,105,5,110,4.5%,0.568181818
TELANGANA,HASANPARTHY,84,4,88,4.5%,0.568181818
UTTAR PRADESH,TILHAR,84,4,88,4.5%,0.568181818
CHHATTISGARH,BHATAPARA,63,3,66,4.5%,0.568181818
RAJASTHAN,KOTPUTLI,63,3,66,4.5%,0.568181818
TELANGANA,BHUPALPALLE,63,3,66,4.5%,0.568181818
ANDHRA PRADESH,PATTIKONDA,42,2,44,4.5%,0.568181818
DAMAN AND DIU,DAMAN,42,2,44,4.5%,0.568181818
MADHYA PRADESH,SITAMAU,42,2,44,4.5%,0.568181818
RAJASTHAN,SHAHPURA,42,2,44,4.5%,0.568181818
TELANGANA,KAGAZNAGAR,42,2,44,4.5%,0.568181818
ANDHRA PRADESH,CHAGALAMARRI,21,1,22,4.5%,0.568181818
ANDHRA PRADESH,MADDIPADU,21,1,22,4.5%,0.568181818
ANDHRA PRADESH,MUDIGUBBA,21,1,22,4.5%,0.568181818
ANDHRA PRADESH,RAMAKUPPAM,21,1,22,4.5%,0.568181818
ANDHRA PRADESH,SIDHOUT,21,1,22,4.5%,0.568181818
ANDHRA PRADESH,THOTTAMBEDU,21,1,22,4.5%,0.568181818
ASSAM,KAMALPUR,21,1,22,4.5%,0.568181818
BIHAR,GOGRI,21,1,22,4.5%,0.568181818
BIHAR,SARAIYA,21,1,22,4.5%,0.568181818
GUJARAT,FATEPURA,21,1,22,4.5%,0.568181818
HIMACHAL PRADESH,KALPA,21,1,22,4.5%,0.568181818
MADHYA PRADESH,SENDHWA,21,1,22,4.5%,0.568181818
MAHARASHTRA,MUKTAINAGAR (EDLABAD),21,1,22,4.5%,0.568181818
ODISHA,DEBAGARH,21,1,22,4.5%,0.568181818
PUNJAB,NIHAL SINGHWALA,21,1,22,4.5%,0.568181818
RAJASTHAN,BASSI,21,1,22,4.5%,0.568181818
RAJASTHAN,NAGAR,21,1,22,4.5%,0.568181818
TELANGANA,BIJINAPALLE,21,1,22,4.5%,0.568181818
TELANGANA,DANDEPALLE,21,1,22,4.5%,0.568181818
TELANGANA,KANGAL,21,1,22,4.5%,0.568181818
TELANGANA,KODIMIAL,21,1,22,4.5%,0.568181818
UTTARAKHAND,YAMKESHWAR,21,1,22,4.5%,0.568181818
UTTAR PRADESH,SAIFAI,21,1,22,4.5%,0.568181818
WEST BENGAL,BARABANI,21,1,22,4.5%,0.568181818
GUJARAT,SURAT,38898,1843,40741,4.5%,0.565462311
UTTAR PRADESH,SIKANDERPUR,106,5,111,4.5%,0.563063063
WEST BENGAL,BARDHAMAN,509,24,533,4.5%,0.562851782
ANDHRA PRADESH,PULIVENDLA,85,4,89,4.5%,0.561797753
MADHYA PRADESH,PANAGAR,85,4,89,4.5%,0.561797753
UTTAR PRADESH,BHOGNIPUR,85,4,89,4.5%,0.561797753
MADHYA PRADESH,SONKATCH,64,3,67,4.5%,0.559701493
MAHARASHTRA,JAMNER,64,3,67,4.5%,0.559701493
MAHARASHTRA,SAKRI,64,3,67,4.5%,0.559701493
TELANGANA,BHONGIR,64,3,67,4.5%,0.559701493
UTTAR PRADESH,KANTH,64,3,67,4.5%,0.559701493
ANDHRA PRADESH,ONGOLE,299,14,313,4.5%,0.559105431
UTTAR PRADESH,MARIAHU,171,8,179,4.5%,0.558659218
TAMIL NADU,DHARMAPURI,449,21,470,4.5%,0.558510638
KERALA,NEDUMANGAD,578,27,605,4.5%,0.55785124
MAHARASHTRA,RATNAGIRI,150,7,157,4.5%,0.557324841
KARNATAKA,SINDGI,236,11,247,4.5%,0.556680162
MADHYA PRADESH,DABRA,236,11,247,4.5%,0.556680162
UTTAR PRADESH,AZAMGARH,558,26,584,4.5%,0.556506849
JAMMU AND KASHMIR,GANDERBAL,86,4,90,4.4%,0.555555556
CHHATTISGARH,BAGBAHARA,43,2,45,4.4%,0.555555556
MAHARASHTRA,MANGRULPIR,43,2,45,4.4%,0.555555556
PUNJAB,PATTI,43,2,45,4.4%,0.555555556
RAJASTHAN,NASIRABAD,43,2,45,4.4%,0.555555556
TAMIL NADU,KODAVASAL,43,2,45,4.4%,0.555555556
TELANGANA,DUBBAK,43,2,45,4.4%,0.555555556
UTTAR PRADESH,DERAPUR,43,2,45,4.4%,0.555555556
TAMIL NADU,CUDDALORE,323,15,338,4.4%,0.554733728
ANDHRA PRADESH,ELURU,280,13,293,4.4%,0.554607509
UTTAR PRADESH,MOHAMMADABAD,194,9,203,4.4%,0.554187192
ASSAM,GUWAHATI,151,7,158,4.4%,0.553797468
UTTAR PRADESH,KASYA,259,12,271,4.4%,0.553505535
UTTAR PRADESH,BASTI,367,17,384,4.4%,0.553385417
TELANGANA,ARMUR,108,5,113,4.4%,0.553097345
MADHYA PRADESH,JIRAN,173,8,181,4.4%,0.552486188
ANDHRA PRADESH,BHEEMUNIPATNAM,130,6,136,4.4%,0.551470588
UTTAR PRADESH,RUDAULI,65,3,68,4.4%,0.551470588
CHHATTISGARH,CHAMPA,217,10,227,4.4%,0.550660793
ANDHRA PRADESH,ANANTAPUR,847,39,886,4.4%,0.550225734
UTTAR PRADESH,PRATAPGARH,239,11,250,4.4%,0.55
DELHI,VIVEK VIHAR,826,38,864,4.4%,0.549768519
HIMACHAL PRADESH,BADDI,348,16,364,4.4%,0.549450549
TAMIL NADU,THIRUVALLUR,436,20,456,4.4%,0.548245614
MADHYA PRADESH,MANDLA,109,5,114,4.4%,0.548245614
UTTAR PRADESH,CHANDAUSI,240,11,251,4.4%,0.547808765
UTTAR PRADESH,BAKSHIKA TALAB,328,15,343,4.4%,0.54664723
KARNATAKA,HUNSUR,175,8,183,4.4%,0.546448087
SIKKIM,GANGTOK,547,25,572,4.4%,0.546328671
UTTAR PRADESH,MAINPURI,263,12,275,4.4%,0.545454545
KARNATAKA,INDI,285,13,298,4.4%,0.545302013
KERALA,AMBALAPPUZHA,395,18,413,4.4%,0.544794189
TELANGANA,HAYATHNAGAR,286,13,299,4.3%,0.543478261
UTTAR PRADESH,MAHAVAN,110,5,115,4.3%,0.543478261
TAMIL NADU,MADATHUKULM,88,4,92,4.3%,0.543478261
TAMIL NADU,VANUR,88,4,92,4.3%,0.543478261
MADHYA PRADESH,KHARGONE,66,3,69,4.3%,0.543478261
ODISHA,BRAHMAPUR,66,3,69,4.3%,0.543478261
ASSAM,PHULONI,44,2,46,4.3%,0.543478261
HIMACHAL PRADESH,RAMPUR,44,2,46,4.3%,0.543478261
RAJASTHAN,BHINMAL,44,2,46,4.3%,0.543478261
RAJASTHAN,MERTA,44,2,46,4.3%,0.543478261
UTTAR PRADESH,SOHAWAL,44,2,46,4.3%,0.543478261
ANDHRA PRADESH,AKIVIDU,22,1,23,4.3%,0.543478261
ANDHRA PRADESH,CHILAMATHUR,22,1,23,4.3%,0.543478261
ANDHRA PRADESH,GAMPALAGUDEM,22,1,23,4.3%,0.543478261
ANDHRA PRADESH,GOPALAPURAM,22,1,23,4.3%,0.543478261
ANDHRA PRADESH,NAGULUPPALA PADU,22,1,23,4.3%,0.543478261
ANDHRA PRADESH,PARCHUR,22,1,23,4.3%,0.543478261
ANDHRA PRADESH,VALMIKIPURAM,22,1,23,4.3%,0.543478261
BIHAR,EKANGARSARAI,22,1,23,4.3%,0.543478261
BIHAR,TAJPUR,22,1,23,4.3%,0.543478261
CHHATTISGARH,BALRAMPUR,22,1,23,4.3%,0.543478261
CHHATTISGARH,RAMANUJGANJ,22,1,23,4.3%,0.543478261
HIMACHAL PRADESH,BARSAR,22,1,23,4.3%,0.543478261
KARNATAKA,YELANDUR,22,1,23,4.3%,0.543478261
MADHYA PRADESH,HARSUD,22,1,23,4.3%,0.543478261
MADHYA PRADESH,INDERGARH,22,1,23,4.3%,0.543478261
MADHYA PRADESH,KOLARAS,22,1,23,4.3%,0.543478261
MADHYA PRADESH,RAMPUR BAGHELAN,22,1,23,4.3%,0.543478261
RAJASTHAN,PINDWARA,22,1,23,4.3%,0.543478261
TELANGANA,CHIVVEMLA,22,1,23,4.3%,0.543478261
TELANGANA,MEDIPALLE,22,1,23,4.3%,0.543478261
TELANGANA,VELPUR,22,1,23,4.3%,0.543478261
KARNATAKA,BASAVANA BAGEVADI,287,13,300,4.3%,0.541666667
MADHYA PRADESH,DOLARIYA,111,5,116,4.3%,0.538793103
TAMIL NADU,ARCOT,111,5,116,4.3%,0.538793103
ANDHRA PRADESH,SRIKAKULAM,268,12,280,4.3%,0.535714286
CHHATTISGARH,SARAIPALI,67,3,70,4.3%,0.535714286
GUJARAT,VIRAMGAM,67,3,70,4.3%,0.535714286
JAMMU AND KASHMIR,REASI,67,3,70,4.3%,0.535714286
UTTAR PRADESH,IGLAS,67,3,70,4.3%,0.535714286
UTTAR PRADESH,MAHASI,67,3,70,4.3%,0.535714286
UTTAR PRADESH,TIRWA,67,3,70,4.3%,0.535714286
KERALA,VYTHIRI,313,14,327,4.3%,0.535168196
TAMIL NADU,PANRUTI,179,8,187,4.3%,0.534759358
MAHARASHTRA,PAITHAN,112,5,117,4.3%,0.534188034
TAMIL NADU,TIRUTTANI,112,5,117,4.3%,0.534188034
JAMMU AND KASHMIR,CHADOORA,135,6,141,4.3%,0.531914894
MAHARASHTRA,KHAMGAON,90,4,94,4.3%,0.531914894
WEST BENGAL,MALDAH (OLD),90,4,94,4.3%,0.531914894
ANDHRA PRADESH,GOPAVARAM,45,2,47,4.3%,0.531914894
ANDHRA PRADESH,SINGARAYA KONDA,45,2,47,4.3%,0.531914894
MAHARASHTRA,MURTIJAPUR,45,2,47,4.3%,0.531914894
RAJASTHAN,LADPURA,474,21,495,4.2%,0.53030303
KARNATAKA,TARIKERE,158,7,165,4.2%,0.53030303
UTTAR PRADESH,RAMPUR MANIHARAN,113,5,118,4.2%,0.529661017
KARNATAKA,CHINTAMANI,317,14,331,4.2%,0.528700906
ANDHRA PRADESH,JAMMALAMADUGU,68,3,71,4.2%,0.528169014
ANDHRA PRADESH,KOTHAVALASA,68,3,71,4.2%,0.528169014
MADHYA PRADESH,SAWER,68,3,71,4.2%,0.528169014
UTTAR PRADESH,BANSI,91,4,95,4.2%,0.526315789
KARNATAKA,BELTANGADI,205,9,214,4.2%,0.525700935
TELANGANA,WARANGAL,1645,72,1717,4.2%,0.524170064
KARNATAKA,BHATKAL,183,8,191,4.2%,0.523560209
KARNATAKA,SHAHPUR,183,8,191,4.2%,0.523560209
KERALA,KOZHENCHERY,252,11,263,4.2%,0.522813688
WEST BENGAL,ASANSOL,666,29,695,4.2%,0.521582734
TELANGANA,RAMAGUNDAM,161,7,168,4.2%,0.520833333
TAMIL NADU,KATTUMANNARKOIL,92,4,96,4.2%,0.520833333
MAHARASHTRA,SHAHADE,69,3,72,4.2%,0.520833333
RAJASTHAN,FATEHPUR,69,3,72,4.2%,0.520833333
TAMIL NADU,SRIVAIKUNTAM,69,3,72,4.2%,0.520833333
UTTAR PRADESH,BIGHAPUR,69,3,72,4.2%,0.520833333
MADHYA PRADESH,NAGOD,46,2,48,4.2%,0.520833333
MAHARASHTRA,ACHALPUR,46,2,48,4.2%,0.520833333
PUNJAB,AMLOH,46,2,48,4.2%,0.520833333
PUNJAB,FAZILKA,46,2,48,4.2%,0.520833333
ANDHRA PRADESH,CHENNEKOTHAPALLE,23,1,24,4.2%,0.520833333
ANDHRA PRADESH,KAMAVARAPUKOTA,23,1,24,4.2%,0.520833333
ANDHRA PRADESH,LAVERU,23,1,24,4.2%,0.520833333
ANDHRA PRADESH,PARIGI,23,1,24,4.2%,0.520833333
ANDHRA PRADESH,VAJRAKARUR,23,1,24,4.2%,0.520833333
ASSAM,BALIJANA,23,1,24,4.2%,0.520833333
ASSAM,DUDHNAI,23,1,24,4.2%,0.520833333
BIHAR,JHAJHA,23,1,24,4.2%,0.520833333
BIHAR,NABINAGAR,23,1,24,4.2%,0.520833333
BIHAR,RAXAUL,23,1,24,4.2%,0.520833333
CHHATTISGARH,CHHURA,23,1,24,4.2%,0.520833333
JAMMU AND KASHMIR,RAMNAGAR,23,1,24,4.2%,0.520833333
MADHYA PRADESH,SUSNER,23,1,24,4.2%,0.520833333
RAJASTHAN,ANUPGARH,23,1,24,4.2%,0.520833333
WEST BENGAL,BHAGAWANGOLA-II,23,1,24,4.2%,0.520833333
WEST BENGAL,HUGLI,4535,197,4732,4.2%,0.520393068
JAMMU AND KASHMIR,ANANTNAG,162,7,169,4.1%,0.517751479
TAMIL NADU,BHAVANI,255,11,266,4.1%,0.516917293
ANDHRA PRADESH,VIJAYAWADA (RURAL),116,5,121,4.1%,0.516528926
TAMIL NADU,PENNAGARAM,116,5,121,4.1%,0.516528926
UTTAR PRADESH,BILHAUR,116,5,121,4.1%,0.516528926
CHHATTISGARH,BILASPUR,1208,52,1260,4.1%,0.515873016
KARNATAKA,TIPTUR,210,9,219,4.1%,0.51369863
MADHYA PRADESH,HOSHANGABAD,140,6,146,4.1%,0.51369863
RAJASTHAN,UDAIPUR,397,17,414,4.1%,0.513285024
ASSAM,TEZPUR,234,10,244,4.1%,0.512295082
KERALA,THODUPUZHA,445,19,464,4.1%,0.511853448
TAMIL NADU,KARAIKKUDI,282,12,294,4.1%,0.510204082
KARNATAKA,KUSHTAGI,188,8,196,4.1%,0.510204082
MADHYA PRADESH,BALAGHAT,188,8,196,4.1%,0.510204082
BIHAR,AURANGABAD,94,4,98,4.1%,0.510204082
MAHARASHTRA,CHALISGAON,94,4,98,4.1%,0.510204082
ASSAM,JORHAT EAST,47,2,49,4.1%,0.510204082
GUJARAT,DHORAJI,47,2,49,4.1%,0.510204082
HARYANA,NUH,47,2,49,4.1%,0.510204082
HARYANA,SAMALKHA,47,2,49,4.1%,0.510204082
HARYANA,TAORU,47,2,49,4.1%,0.510204082
TELANGANA,BANSWADA,47,2,49,4.1%,0.510204082
TELANGANA,DICHPALLE,47,2,49,4.1%,0.510204082
MADHYA PRADESH,MHOW,354,15,369,4.1%,0.508130081
MAHARASHTRA,SOLAPUR,543,23,566,4.1%,0.50795053
ANDHRA PRADESH,PILERU,71,3,74,4.1%,0.506756757
ANDHRA PRADESH,GUDIVADA,95,4,99,4.0%,0.505050505
PUNJAB,S.A.S.NAGAR (MOHALI),191,8,199,4.0%,0.502512563
TAMIL NADU,SATHYAMANGALAM,239,10,249,4.0%,0.502008032
RAJASTHAN,SRI GANGANAGAR,263,11,274,4.0%,0.501824818
KERALA,TIRURANGADI,2323,97,2420,4.0%,0.501033058
ASSAM,NAGAON,192,8,200,4.0%,0.5
BIHAR,BANJARIA,72,3,75,4.0%,0.5
MAHARASHTRA,SAVNER,72,3,75,4.0%,0.5
TAMIL NADU,ORATHANDU,72,3,75,4.0%,0.5
UTTAR PRADESH,MEHDAWAL,72,3,75,4.0%,0.5
RAJASTHAN,BILARA,48,2,50,4.0%,0.5
UTTAR PRADESH,MADHOGARH,48,2,50,4.0%,0.5
WEST BENGAL,RAMNAGAR-I,48,2,50,4.0%,0.5
ANDHRA PRADESH,CHINNAGOTTIGALLU,24,1,25,4.0%,0.5
ANDHRA PRADESH,EDLAPADU,24,1,25,4.0%,0.5
ANDHRA PRADESH,KOLLUR,24,1,25,4.0%,0.5
ANDHRA PRADESH,KORUKONDA,24,1,25,4.0%,0.5
ANDHRA PRADESH,MUPPALLA,24,1,25,4.0%,0.5
ANDHRA PRADESH,ULAVAPADU,24,1,25,4.0%,0.5
ANDHRA PRADESH,VAJRAPUKOTHURU,24,1,25,4.0%,0.5
ASSAM,SARTHEBARI,24,1,25,4.0%,0.5
BIHAR,HARNAUT,24,1,25,4.0%,0.5
BIHAR,HILSA,24,1,25,4.0%,0.5
CHHATTISGARH,CHARAMA,24,1,25,4.0%,0.5
